step,train_price_loss,train_delta_loss,price_rmse,price_mae,delta_rmse,delta_mae,selection_score
100,0.046093396842479706,0.0024632513523101807,258.83103021253936,138.5499615756255,30.17846696637768,15.436872385131027,379.5448980780501
200,0.0599759966135025,0.0018338961526751518,207.61969796584714,130.0326758103404,29.356175352333363,15.611976081726935,325.0443993751806
300,0.05060042440891266,0.004488446284085512,187.8411614317303,115.67090990709583,28.919141479273545,15.648647712249874,303.5177273488245
400,0.05122262239456177,0.0025474103167653084,171.0477412528767,109.74739710427605,27.89342097228465,15.376698832980674,282.6214251420153
500,0.043262265622615814,0.0022602181416004896,159.92074402501132,113.91766378558229,27.024414879029347,14.704273282373538,268.0184035411287
600,0.019191645085811615,0.0019264700822532177,170.79002594301505,122.04746225312729,25.978743061261877,14.066125753957008,274.7049981880626
700,0.0444161631166935,0.0012937773717567325,142.07067673776965,92.49708021218503,25.489429320044906,13.995721910328056,244.02839401794927
800,0.03499574214220047,0.000794515828602016,153.04474531065554,104.45146459439646,25.003368274472756,13.710668424947649,253.05821840854657
900,0.025964947417378426,0.0011686012148857117,166.72858313840302,110.49706919363726,24.88991759880872,13.522525950101748,266.2882535336379
1000,0.031095854938030243,0.001695389160886407,160.34017804256501,100.83375099200991,24.13749447387618,13.241235309182484,256.8901559380697
1100,0.028506945818662643,0.0019652536138892174,145.79373940769108,96.70352039513757,23.763460774197817,12.980373410276734,240.84758250448235
1200,0.021125972270965576,0.0007884650840424001,132.152623968377,93.37433307234947,24.009256590266933,13.232090751818665,228.1896503294447
1300,0.030717287212610245,0.0025154254399240017,167.8755859800362,111.49539030520347,24.000381528820032,13.19278111978824,263.8771120953163
1400,0.015166631899774075,0.0013168549630790949,131.15981917618356,86.95149098434024,22.97482120716589,12.654090337668737,223.05910400484711
1500,0.01794116199016571,0.0009183020447380841,146.3107192967253,87.72838273252425,23.1047562336318,12.44399151213258,238.72974423125248
1600,0.015102597884833813,0.001641934970393777,143.3416839098337,108.22054740003117,22.8845997078153,12.583924341684895,234.8800827410949
1700,0.022537415847182274,0.002573579316958785,144.15301753386066,91.1474670443614,22.77775304251787,12.426361521996519,235.26402970393212
1800,0.016634691506624222,0.0013285425957292318,141.62720459273046,88.9286319258498,21.998630733476492,12.121666759990957,229.62172752663645
1900,0.014774007722735405,0.0010576494969427586,142.94284067689506,91.8197517338345,21.76570507259675,11.677900337889797,230.00566096728204
2000,0.014179900288581848,0.0007120224181562662,157.25163628015477,95.55407988729472,21.67144556735118,11.709037349062157,243.93741854955948
2100,0.010877067223191261,0.0014181365258991718,136.77319514038882,86.63331394602561,21.495791397641227,11.6150829795817,222.75636073095373
2200,0.012614583596587181,0.0013423125492408872,142.36831474661346,95.27623666259258,21.608593187885425,11.606140989599671,228.80268749815517
2300,0.010098819620907307,0.001630384591408074,138.77954826662577,88.18231797016627,21.083313632853898,11.61386183606859,223.11280279804134
2400,0.010483571328222752,0.0012057074345648289,126.97500608315066,84.108344733852,21.561320733727232,11.798108234757638,213.2202890180596
2500,0.011783653870224953,0.001111473306082189,140.13506149590717,92.8449271943124,21.0922449157903,11.425293651827571,224.50404115906838
2600,0.008599556982517242,0.0008004219853319228,129.77635004411212,79.43730307821278,20.95665231758772,11.347941963508823,213.60295931446302
2700,0.009749621152877808,0.001334698754362762,131.5467684856262,90.19747803984347,21.1421260962058,11.38953728435605,216.1152728704494
2800,0.00925065390765667,0.0008088050526566803,126.96734023275414,80.24604684125,20.49470933429223,11.099996601951698,208.94617756992307
2900,0.009407858364284039,0.0009535062708891928,128.49150639297594,81.48722340933318,20.32392089273063,10.774278977705597,209.78718996389847
3000,0.014089811593294144,0.000908508722204715,156.04773252713755,112.41518616116058,20.94700681375603,11.228121026664216,239.8357597821617
3100,0.008581346832215786,0.0013426182558760047,142.8173955770512,83.13008515749691,20.191918038961628,10.759362179665015,223.5850677328977
3200,0.011842496693134308,0.000989810680039227,137.64697198288988,89.28095130484338,19.864151944729397,10.628283183498619,217.10357976180745
3300,0.012323010712862015,0.0011559986742213368,127.44909119901058,75.6057914245343,19.995787091319688,10.88574579153488,207.43223956428932
3400,0.011121870949864388,0.0006475593545474112,134.3486380696821,84.7684272206678,20.27205153446818,10.946637922906193,215.43684420755483
3500,0.008414046838879585,0.0012130916584283113,126.33655269903217,80.81307897391815,19.674176249549067,10.635218137993206,205.03325769722844
3600,0.00879929680377245,0.0015118323499336839,132.49631990352083,78.60012826757031,19.499727651499793,10.278752396081899,210.49523050952
3700,0.010004380717873573,0.0006691761664114892,140.50645492704678,87.25416939148725,19.914418535679847,10.397257707190363,220.16412906976615
3800,0.006783365271985531,0.0014359840424731374,148.03956373030033,94.69193237425257,19.68659903824901,10.592226380842432,226.78595988329636
3900,0.00760573660954833,0.0007595614297315478,145.95313625980086,83.0918550901078,19.0645592641846,10.051397836994008,222.21137331653927
4000,0.010046269744634628,0.0013918995391577482,137.6102878815221,75.93964671098851,19.123928901104147,10.164556528552373,214.1060034859387
4100,0.0037064680363982916,0.0009683203534223139,127.05148164014672,77.24117016444312,18.754110825668647,9.984760943031604,202.06792494282132
4200,0.004393002483993769,0.000874529592692852,134.69003079173956,80.10585615612203,18.72716042108862,10.124339202194065,209.59867247609404
4300,0.004848829936236143,0.0011208378709852695,135.09333725719574,73.62657763635822,18.741518124152652,10.150028960136567,210.05940975380634
4400,0.004484361037611961,0.0004261193098500371,134.18268438417937,75.31205210712083,18.525264107339233,9.907409740632128,208.2837408135363
4500,0.006241003982722759,0.0006392942741513252,130.38859369440476,75.88515621811148,18.633810070598937,10.060061383392908,204.9238339768005
4600,0.003389316610991955,0.0010961960069835186,133.04304174226087,76.72352927128772,18.47461350448562,9.950938260521875,206.94149576020334
4700,0.004430640023201704,0.0011211484670639038,142.8340046946979,78.22045165213558,18.50389838739538,10.066704629096147,216.84959824427943
4800,0.004751371219754219,0.0006346977897919714,134.99741039549932,76.95362871620047,18.03400831582842,9.55807361226352,207.133443658813
4900,0.009925664402544498,0.001706196111626923,133.73811337952583,72.59249346605232,18.40976453211439,9.69464399866736,207.3771715079834
5000,0.004851862788200378,0.0015546651557087898,139.6240977928339,73.0666415023112,18.18029382617849,9.676424819610357,212.34527309754787
