step,train_price_loss,train_delta_loss,price_rmse,price_mae,delta_rmse,delta_mae,selection_score
100,0.04541279003024101,0.0023668508511036634,258.2903899197332,141.96193562503785,29.940022975504863,15.288231275509496,378.0504818217526
200,0.05881604924798012,0.0018228143453598022,206.38326224329168,126.71344870893273,28.242734521664072,14.636998385063874,319.35420032994796
300,0.05014714598655701,0.004090604372322559,183.43033308149637,110.79201981822531,27.474117446644193,14.424589672459136,293.3268028680732
400,0.044400837272405624,0.002218032255768776,165.12175163202383,106.57249776248311,26.206798392180847,13.893958296777944,269.94894520074723
500,0.053199008107185364,0.002028681105002761,150.6377784236034,107.83237351705061,24.90684022303437,13.164874869342034,250.2651393157409
600,0.01889532245695591,0.001786993001587689,163.9720425709593,117.50428348970186,24.297262550853354,12.832423412775956,261.1610927743727
700,0.04768550395965576,0.001149912248365581,137.21183649395735,89.49272111095398,23.803618109564123,12.857763580269186,232.42630893221383
800,0.03542854264378548,0.0006815557135269046,150.0044641637245,102.20117594037775,23.207744304586168,12.553228931650281,242.83544138206918
900,0.029752613976597786,0.0010180430253967643,146.12858726238784,97.60928480644225,23.19092616511735,11.975441028658773,238.89229192285723
1000,0.030132485553622246,0.0014156483812257648,153.34842535151793,92.79312354358096,22.330319494509183,11.92702322505372,242.66970332955466
1100,0.023958012461662292,0.001650428050197661,142.15133085094757,93.25207362140648,21.840854787270274,11.765308007993063,229.51475000002867
1200,0.018052255734801292,0.000676333496812731,139.8191332838712,92.02789163049152,21.822127907026466,11.729271615828795,227.10764491197705
1300,0.015218010172247887,0.0019942205399274826,143.7108818016955,93.62434353483515,21.207755781918213,11.398362254369978,228.54190492936834
1400,0.014438595622777939,0.0012383107095956802,134.81618662697647,83.96606342028028,20.763087176141354,11.00782113420212,217.8685353315419
1500,0.014848430640995502,0.0006680371006950736,128.521879935933,82.17237665755394,20.572177010586817,11.12914292576686,210.81058797828024
1600,0.013715671375393867,0.0012443880550563335,131.93542609135548,86.96693943524221,20.358853404129267,10.919663019009402,213.37083970787256
1700,0.015597021207213402,0.002024649642407894,140.6594161359567,86.76049730980527,20.523973699397434,11.034580429488985,222.7553109335464
1800,0.014313598163425922,0.001142435590736568,139.94406534316047,86.56913561459658,19.99052443838784,10.798839454398847,219.90616309671185
1900,0.014945775270462036,0.0007887541432864964,137.13943897865101,85.40500963020492,19.571626947329023,10.241594833157105,215.4259467679671
2000,0.012375501915812492,0.0005153333768248558,162.42686024707817,90.7126834941528,19.481855229362225,10.305400533417595,240.35428116452707
2100,0.015104878693819046,0.0009860401041805744,134.98147389654147,83.54261289672996,19.42038434736551,10.104994185843088,212.6630112860035
2200,0.010773340240120888,0.0009875460527837276,132.84366866834688,81.28562778452111,19.273002334754096,10.194173012341277,209.93567800736326
2300,0.00812934897840023,0.0013406191719695926,138.33492053899812,86.2555695110468,18.568239997538473,9.973280041802742,212.607880529152
2400,0.008301308378577232,0.0008310519624501467,126.31835319363742,75.29659121131556,18.65008038310078,9.905556258639558,200.91867472604054
2500,0.010629285126924515,0.0010001721093431115,132.04593192590337,86.91591890533142,18.048028382913003,9.4514569588736,204.2380454575554
2600,0.008213156834244728,0.00047542303218506277,125.93789380089966,72.05457080171622,17.984783304870643,9.3982281018854,197.87702702038223
2700,0.009967729449272156,0.0009134602732956409,121.359502428252,75.61090187235496,18.08665514368664,9.50200071722099,193.70612300299857
2800,0.008789371699094772,0.00060268584638834,134.9287570229181,78.87914322059981,17.537088989554327,9.189606586566049,205.0771129811354
2900,0.009847123175859451,0.0006633931188844144,122.99035220992427,72.3933322089718,17.359591291855857,9.062011568386387,192.4287173773477
3000,0.015934552997350693,0.0005029737367294729,143.79111336898495,90.78550253419817,17.688230494287588,9.067279844039609,214.5440353461353
3100,0.007210955023765564,0.0009136864100582898,140.9864352947066,75.84246671328721,17.057292649912004,8.764967393426174,209.2156058943546
3200,0.006492258049547672,0.0006161610363051295,132.88147926373313,79.0602660389111,16.48145840972135,8.470369557064862,198.80731290261852
3300,0.012189610861241817,0.0007732890662737191,127.38386750941326,73.42385031292636,16.651182302179457,8.538662960160892,193.98859671813108
3400,0.006489537190645933,0.000372990092728287,126.07441626240316,71.74275709656055,16.21593180955729,8.350466240772638,190.93814350063232
3500,0.010530289262533188,0.0007971939048729837,118.51501322808271,73.97053668914533,16.253477081183163,8.321980734478426,183.52892155281535
3600,0.00829966738820076,0.0010534069733694196,127.07808699361655,75.57119351749506,16.420233369887082,8.503131587541628,192.75902047316487
3700,0.006977258250117302,0.0004608679737430066,137.32884620687105,74.90820599326067,16.238172222321545,8.407870807381762,202.28153509615723
3800,0.006096632219851017,0.0008789695566520095,125.36987976196522,71.29352152461539,15.719658903945476,8.096424640972268,188.24851537774714
3900,0.007507018744945526,0.00047447954420931637,137.6520686784017,71.34684756602651,16.02799245844118,8.1655931858098,201.7640385121664
4000,0.01223277673125267,0.0008447408908978105,138.01518338585896,76.99239855928677,15.750707490574786,8.028776805635555,201.0180133481581
4100,0.00433773547410965,0.0004428218526300043,120.03599691979154,66.54792033898289,15.374996122122964,7.89626930540047,181.5359814082834
4200,0.004434227477759123,0.0005183872999623418,126.09604500628183,68.04255269025188,15.203862206214826,7.925786163472536,186.91149383114112
4300,0.0035216158721596003,0.0005674822605215013,131.57282297136524,67.04933359265297,15.138580743365695,7.846510003434607,192.12714594482802
4400,0.003427822608500719,0.00025191676104441285,126.60216386995873,63.851415338534764,15.28715568021658,7.90278342748322,187.75078659082504
