step,train_price_loss,train_delta_loss,price_rmse,price_mae,delta_rmse,delta_mae,selection_score
100,0.11156091094017029,0.001595294801518321,311.0739429668903,164.48907269269768,32.05564925742247,16.25712567012391,439.2965399965802
200,0.08908723294734955,0.0017679356969892979,218.85272743436445,139.08296973454713,31.869918843274395,16.471144571563034,346.332402807462
300,0.05967205390334129,0.0031266179867088795,222.474038177317,126.47513528101928,31.749567069067563,16.783589698836465,349.47230645358724
400,0.05065389722585678,0.0026025506667792797,194.80291661412087,122.45875399094078,29.525530779456847,15.567539637643439,312.90503973194825
500,0.049948930740356445,0.002085935790091753,190.75214136853143,116.89400767884622,28.438848874053196,14.711695445081531,304.5075368647442
600,0.057874973863363266,0.003248445224016905,206.14776616998103,136.90322442698272,27.210016183838782,14.286214031852252,314.9878309053362
700,0.031766537576913834,0.001427102368324995,182.48292002993134,119.95038498647085,27.707310505408756,14.219187389229052,293.31216205156636
800,0.043479256331920624,0.0017718672752380371,159.0437367870197,101.81825876982111,25.334284885011805,13.332388588882123,260.3808763270669
900,0.025018393993377686,0.0019431174732744694,164.8045093016573,93.59607359648106,24.931000838040735,13.435215484329941,264.52851265382026
1000,0.03317631781101227,0.0014245600905269384,154.7360061777016,95.14939306414963,24.38487805498613,12.99998690108099,252.27551839764612
1100,0.026829009875655174,0.0012860134011134505,154.0749615632558,93.67987095746862,24.60332698915295,13.282909955449353,252.48826951986763
1200,0.023584211245179176,0.0010502681834623218,170.87579905764878,90.00102289922579,23.812943305853643,12.515855475676933,266.12757228106335
1300,0.02750193327665329,0.0009581092745065689,173.17361513017764,100.04495604010985,23.656005071520294,12.712642148659496,267.7976354162588
1400,0.0221811942756176,0.0013545664260163903,170.39631866924645,87.20792178033949,23.09970142426426,12.437821042550858,262.7951243663035
1500,0.019557710736989975,0.0026559154503047466,163.9956638373994,92.21396316718433,23.397492672390538,12.858147296452124,257.58563452696154
1600,0.028660070151090622,0.0014152145013213158,156.88540968525385,85.98318561520139,22.924149165080323,12.187609672598004,248.58200634557514
1700,0.019439809024333954,0.0010887103853747249,159.0113771363306,84.88671802875714,22.651608263995886,12.298717267445461,249.61781019231415
1800,0.015260610729455948,0.0006099494639784098,169.87071052440038,90.36881692674125,22.573064796652105,12.287661208357889,260.1629697110088
1900,0.021068371832370758,0.0017338317120447755,186.71467616914242,95.65623420909678,22.378453783470356,12.070687647934061,276.2284913030238
2000,0.023184884339571,0.001135201775468886,145.9050071197618,89.42238396853374,22.449484973430298,12.035735235317622,235.70294701348297
2100,0.01759611815214157,0.002607900882139802,157.73987996628557,79.64246648583989,22.707852881626227,12.370907216282987,248.57129149279046
2200,0.017751790583133698,0.0014233599649742246,141.03328250680107,80.19136558181847,22.244119223378053,11.802495252335685,230.00975940031327
2300,0.016135986894369125,0.0010878758039325476,128.79166221782907,75.24624383239616,21.954839648205358,11.623389915861821,216.6110208106505
2400,0.01284351572394371,0.0023181766737252474,138.88085301449928,80.21421423519186,21.79727485074892,11.668132913570695,226.06995241749496
