step,train_price_loss,train_delta_loss,price_rmse,price_mae,delta_rmse,delta_mae,selection_score
100,0.09289915859699249,0.0034895213320851326,307.2071115593323,163.23375676100503,31.259512823052148,15.810045129888213,432.2451628515409
200,0.09223901480436325,0.004274781793355942,250.6850897725928,138.34283188786964,30.859683363885313,15.732008723329097,374.12382322813403
300,0.06882878392934799,0.0023229983635246754,204.8609335248356,123.05241861588676,29.54477235059433,15.061811195579352,323.04002292721293
400,0.051293306052684784,0.0021167676895856857,204.83417190410756,134.0032495046093,28.13149367025363,14.66993412048343,317.3601465851221
500,0.05585082247853279,0.004603560082614422,179.4774828960025,114.64959333922302,28.185788598553742,14.41977093282769,292.2206372902175
600,0.032447315752506256,0.0019197796937078238,191.08570270559855,113.87673435056058,25.836466018743465,13.267862478121545,294.43156678057244
700,0.035108283162117004,0.0008592696394771338,171.7589974674891,111.95686027612572,24.367298243946326,12.480791874538623,269.2281904432744
800,0.025906462222337723,0.0010770150693133473,161.6978897961399,94.55306915442432,23.762092326483142,12.229248519210081,256.7462591020725
900,0.023867167532444,0.0012577190063893795,149.82672238109612,98.17043393242388,23.317497769950727,12.03259841621498,243.09671346089902
1000,0.018764059990644455,0.002452149288728833,147.40585224656894,86.54849023155585,22.428040933405317,11.73298884635556,237.1180159801902
1100,0.04863917827606201,0.0008143016602844,158.40607870886456,98.70711347640851,21.628311762773063,11.306788851735682,244.9193257599568
1200,0.023377083241939545,0.0018721941160038114,152.40004791618594,87.99703440344878,21.806281450436824,11.417548183557866,239.62517371793325
1300,0.02541271783411503,0.0010011615231633186,163.67346025872249,88.27902210700697,21.57552035730235,11.329269179439436,249.97554168793187
1400,0.01947905868291855,0.0016696472885087132,163.40359474568888,86.1309078934966,21.2515607449932,11.080813072377403,248.40983772566167
1500,0.01672397181391716,0.0008289111428894103,144.99619048494367,87.08743758530292,20.61159250153942,10.645960208902883,227.44256049110135
1600,0.01573929749429226,0.001283701858483255,170.32326531544263,107.56164737082908,20.95150352296174,10.865959208214587,254.12927940728957
1700,0.018488749861717224,0.0010528091806918383,142.8500797554768,81.0841004764162,20.355715785255132,10.51180338560471,224.27294289649734
1800,0.01483718492090702,0.0006092698313295841,142.124133405624,87.19667983954386,20.33213695849925,10.723169141636955,223.45268123962103
1900,0.010821505449712276,0.001613863743841648,143.50648250799833,82.20092974559081,20.40217236809741,10.77856419912044,225.11517198038797
2000,0.012076116167008877,0.0006299554370343685,153.8243981298684,79.45887740276538,19.907194461948126,10.356296798394217,233.45317597766092
2100,0.026936843991279602,0.0007018312462605536,160.97327470263488,86.69680464159771,19.95350421038519,10.263413010464816,240.78729154417564
2200,0.01795274391770363,0.0012095378478989005,143.20373856695468,76.82310195333086,19.85849288172072,10.328099478995155,222.63771009383757
2300,0.01505578588694334,0.0009040230652317405,163.6184462965304,83.928500972768,19.522883065039693,9.971319002855756,241.70997855668918
2400,0.019113505259156227,0.0009649281273595989,146.27830985541993,81.38226685136597,19.148217389520646,9.94339433139772,222.87117941350252
2500,0.017095595598220825,0.0013194545172154903,148.94111731257013,96.56754405402776,19.36070829909443,9.918786142902412,226.38395050894786
2600,0.010191318579018116,0.000841950299218297,146.11243577199178,78.46215287718232,19.067609148080663,9.715441987600968,222.38287236431444
2700,0.008378726430237293,0.0007317482959479094,135.24534834698397,73.34395679168647,18.471517349964323,9.412338236258757,209.13141774684127
2800,0.008689447306096554,0.0010026107775047421,148.68818264703484,78.80336722435278,18.371496979014328,9.585169614106862,222.17417056309216
2900,0.013734253123402596,0.0006804685690440238,144.7348313325434,81.42249615698861,18.0527736156007,9.249159168139192,216.9459257949462
3000,0.008586036041378975,0.0012471197405830026,140.7284981705472,70.7106470602187,17.813687332940656,9.20336719350349,211.98324750230984
3100,0.015889940783381462,0.0010912090074270964,173.39615151204532,89.25352428091453,18.49986945854478,9.421699770610447,247.39562934622444
3200,0.009731417521834373,0.0011534077348187566,152.6552715154073,88.26212836428552,17.564965926422552,8.941271558556021,222.9151352210975
3300,0.014521915465593338,0.002236226573586464,125.20142910532215,69.2867179714222,17.718009803073958,9.188336900127476,196.073468317618
3400,0.008948607370257378,0.001165555091574788,136.4383792586142,71.85300975651654,17.458035109337047,8.939355931131038,206.27051969596238
3500,0.010197831317782402,0.00045268889516592026,149.91786739228985,68.16710995261083,16.96846445769562,8.765138323727085,217.79172522307232
3600,0.007530370727181435,0.00046288329758681357,150.13966497632828,63.991116777271145,16.920926118112465,8.455362854928687,217.82336944877812
3700,0.009752335026860237,0.00098248734138906,151.80866186698918,68.55186643091889,16.833913187297224,8.297853630318434,219.14431461617806
3800,0.009832819923758507,0.0017539826221764088,139.4144006814742,67.21964731693956,16.539862680113423,8.268854193423504,205.5738514019279
3900,0.009114659391343594,0.000930188165511936,138.19310899668673,66.75311096961713,16.603004437588,8.292606006619012,204.60512674703875
4000,0.011352431029081345,0.0008447375148534775,143.54453887508376,68.86708117127749,16.312150190813743,8.227378695441248,208.79313963833874
4100,0.005950384773313999,0.00048332178266718984,139.49065857196163,62.663509035090605,16.091679630438357,8.149136744361988,203.85737709371506
4200,0.0048933071084320545,0.00164052564650774,142.01879693846195,63.90253542038641,16.05522929433522,8.193260520464102,206.23971411580283
4300,0.003980883397161961,0.0006713459733873606,151.74031688747934,66.35708194570407,16.051703508346204,8.100606622734768,215.94713092086414
4400,0.008051162585616112,0.00030653399880975485,146.69947593533175,61.697223659981624,15.707216717827048,7.805470522806794,209.52834280663996
4500,0.0035257874988019466,0.000545068527571857,140.8915155051856,59.456547604434114,15.77194111852947,8.065247523809855,203.97927997930347
4600,0.004326212219893932,0.0007241388666443527,151.98472915413643,60.20454803070521,15.836583200589558,7.997047504324824,215.33106195649466
4700,0.004552219994366169,0.00041742518078535795,143.29982253227232,59.7486385862341,15.870900161552354,8.112163538142726,206.78342317848174
4800,0.005440788343548775,0.0012573294807225466,138.0569564400605,63.21760886738439,15.477019471448742,7.861599028438832,199.96503432585547
