item,structure,monthly,issue,issue_price_krw,fair_raw_krw,face_krw,group,payment_schedule_source,lag,paths_per_seed,replicates,total_paths,mc_face_krw,mc_se_face_krw,fair,mc_iv,fair_krw,mc_iv_krw,gap_krw,ape_pct,mc_hv_face_krw,mc_hv_se_face_krw,mc_hv,mc_hv_krw,gap_hv_krw,ape_hv_pct,iv_minus_hv_krw,ape_change_iv_minus_hv_pp
20170120000130_13789,STEP no-KI,True,2017-02-01,9900.0,9201.5,10000,345925c8c30b8e4c8097,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10108.552576233576,0.7748402491887332,0.9294444444444444,1.0210659167912703,9294.444444444443,10210.659167912703,-916.2147234682594,9.857659905815105,10028.550152646234,2.001581261373168,1.01298486390366,10129.8486390366,-835.4041945921564,8.988210103203118,80.81052887610296,0.869449802611987
20170217000328_1816,STEP no-KI,False,2017-02-27,10000.0,9080.01,10000,515e97be8ab22014ce56,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,10120.311359955782,1.3818442290714807,0.908001,1.0120311359955785,9080.01,10120.311359955782,-1040.301359955782,11.457050817738988,10050.332665784956,2.3002931571035554,1.0050332665784956,10050.332665784956,-970.3226657849561,10.686361202079691,69.97869417082913,0.7706896156592968
20170221000217_6240,STEP no-KI,False,2017-02-24,10000.0,9835.0,10000,aed21582814f55cd230e,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,10013.166022261325,1.4654754492702924,0.9835,1.0013166022261324,9835.0,10013.166022261325,-178.1660222613235,1.8115508109946463,9921.237750104025,2.528994095360924,0.9921237750104025,9921.237750104025,-86.23775010402457,0.8768454509814394,91.92827215729893,0.9347053600132069
20170428001526_6416,STEP no-KI,False,2017-05-15,9900.0,9848.0,10000,919acc45f73b13cb422b,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10062.281842962004,1.197804497269154,0.9947474747474748,1.0163921053496974,9947.474747474747,10163.921053496972,-216.4463060222266,2.1758919878351373,10004.494235754506,2.00960511115197,1.010554973308536,10105.54973308536,-158.07498561061118,1.5890966262642674,58.371320411614306,0.5867953615708699
20170614000169_14560,STEP no-KI,False,2017-06-22,9900.0,8891.8,10000,463d632227c0f83b6002,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10173.478653439965,0.758494799782509,0.898161616161616,1.027624106408077,8981.61616161616,10276.24106408077,-1294.6249024646106,14.414164212420037,10169.861138764405,0.7684372451788538,1.0272587008852934,10272.587008852934,-1290.9708472367731,14.373480496237045,3.6540552278374605,0.0406837161829916
20171023000060_725,STEP KI,False,2017-10-30,10000.0,9349.17,10000,0295b3774553d3fc4f5f,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,7910.356741539647,10.468266578455973,0.934917,0.7910356741539647,9349.17,7910.356741539647,1438.813258460353,15.389743244163418,10316.074831705617,0.7297188293626437,1.0316074831705617,10316.074831705617,-966.9048317056172,10.3421462194571,-2405.7180901659704,5.047597024706318
20171031000202_240,STEP no-KI,True,2017-11-06,10000.0,9142.27,10000,33e833223b20dd22e350,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9986.202065625746,2.877159116040957,0.914227,0.9986202065625748,9142.27,9986.202065625746,-843.9320656257465,9.231099777470437,10183.6945086043,0.5636878927395278,1.01836945086043,10183.6945086043,-1041.4245086042995,11.391312098683363,-197.49244297855185,-2.160212321212926
20171107000145_241,STEP no-KI,True,2017-11-13,10000.0,9045.175,10000,1c4aa36440348be752ab,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,9783.35999906593,4.185649343393104,0.9045175,0.9783359999065928,9045.175,9783.35999906593,-738.1849990659294,8.16109140028722,10206.690327692779,0.6500440254756618,1.0206690327692778,10206.690327692779,-1161.515327692778,12.841269822781518,-423.33032862684973,-4.680178422494299
20171110000550_14818,STEP no-KI,False,2017-11-13,10000.0,7283.12,10000,58a9d4eb8e6b4668bbb7,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,9132.866448594868,4.354452844668379,0.728312,0.9132866448594866,7283.12,9132.866448594868,-1849.7464485948667,25.3977203258338,9502.898650537016,3.0564123155266674,0.9502898650537016,9502.898650537016,-2219.7786505370163,30.47840280727239,-370.0322019421498,-5.08068248143859
20171120000029_6849,LIZARD no-KI,False,2017-11-28,9900.0,10190.0,10000,2ad29644c56c07f6fd2f,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10122.3532807774,1.6913128535791615,1.0292929292929294,1.0224599273512525,10292.929292929291,10224.599273512524,68.33001941676909,0.6638539668557545,10159.456440718264,0.3610152091101197,1.0262077212846732,10262.077212846732,30.852080082561795,0.2997405228825925,-37.47793933420729,0.364113443973162
20171127000157_732,STEP KI,False,2017-12-04,10000.0,9279.85,10000,86760e76625d27bad4e8,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,10197.397830842045,2.240757694903198,0.927985,1.0197397830842043,9279.85,10197.397830842045,-917.5478308420448,9.887528686800378,10252.296926833655,0.6481091004169834,1.0252296926833655,10252.296926833655,-972.4469268336555,10.479123335330373,-54.8990959916118,-0.5915946485299948
20171206000266_6902,LIZARD no-KI,False,2017-12-13,10000.0,10074.0,10000,0b85286e0422c1a6f617,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,10081.667044228492,1.373906358509558,1.0074,1.0081667044228493,10074.0,10081.667044228492,-7.66704422849207,0.076107248644948,10109.765683549205,0.7123002690085188,1.0109765683549206,10109.765683549205,-35.76568354920484,0.3550296163311975,-28.09863932071277,-0.2789223676862495
20171215000335_1348,STEP KI,False,2017-12-26,10000.0,9666.03,10000,601c067c70e80eba6285,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10251.726189112303,0.6789227996475532,0.966603,1.0251726189112305,9666.03,10251.726189112303,-585.6961891123036,6.0593251739577,10253.720149367524,0.48361751272075554,1.0253720149367525,10253.720149367524,-587.6901493675247,6.07995370764962,-1.9939602552199176,-0.020628533691920303
20171219000208_244,STEP no-KI,False,2017-12-26,10000.0,9234.865,10000,601c067c70e80eba6285,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,10275.782270314268,1.3515152865931397,0.9234865,1.0275782270314269,9234.865,10275.782270314268,-1040.9172703142688,11.271602457797368,10292.938051999501,1.0123284012116607,1.02929380519995,10292.938051999501,-1058.0730519995006,11.457374330859203,-17.155781685231908,-0.18577187306183518
20171221000464_4476,STEP no-KI,False,2017-12-28,10000.0,9241.65,10000,2324c7fc77ea935ab5ba,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,10248.603403102035,1.7543231276343263,0.924165,1.0248603403102037,9241.65,10248.603403102035,-1006.9534031020344,10.89581842097498,10267.148610616947,1.4381815497431378,1.0267148610616947,10267.148610616947,-1025.4986106169472,11.096488296104562,-18.545207514910622,-0.20066987512958256
20171228000788_15687,STEP no-KI,False,2018-01-12,9900.0,8889.4,10000,389a0430cb2daf6dedbb,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,2,40000,3,120000,10028.82942168178,1.3379145165302009,0.8979191919191919,1.0130130728971496,8979.191919191919,10130.130728971497,-1150.938809779577,12.817843967891884,10031.143391645548,1.3057158699069182,1.013246807236924,10132.46807236924,-1153.2761531773217,12.843874633221011,-2.3373433977447178,-0.026030665329127345
20180115000488_6971,STEP KI,False,2018-01-19,10000.0,10389.0,10000,8099b82b6b1a8cbc88df,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,10252.468950277682,2.608245134381098,1.0389,1.0252468950277682,10389.0,10252.468950277682,136.5310497223171,1.3141885621553289,10339.981414122753,1.3858923696392824,1.0339981414122752,10339.981414122753,49.01858587724739,0.47183160917554523,-87.51246384506972,0.8423569529797836
20180122000245_2373,STEP no-KI,False,2018-01-26,10000.0,9008.22,10000,9933c68543b1519354cc,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,9961.472257299172,4.080245453110955,0.900822,0.9961472257299172,9008.22,9961.472257299172,-953.252257299173,10.582026829930587,10231.379625511805,2.0271472081140223,1.0231379625511805,10231.379625511805,-1223.159625511805,13.578261027281805,-269.90736821263295,-2.9962341973512174
20180129000293_3919,STEP no-KI,True,2018-02-05,10000.0,10080.0,10000,e6a6a079f0f807b075d7,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,9888.736721101784,4.2476693400958085,1.008,0.9888736721101784,10080.0,9888.736721101784,191.26327889821715,1.8974531636727887,10260.117722238476,2.0955435797586417,1.0260117722238475,10260.117722238476,-180.11772223847532,1.7868821650642395,-371.3810011366914,0.11057099860854924
20180205000224_2385,STEP no-KI,False,2018-02-09,10000.0,9041.76,10000,827d25d2f1025805469b,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,9115.113090154244,7.574391646295853,0.904176,0.9115113090154244,9041.76,9115.113090154244,-73.35309015424451,0.8112700420520399,10258.752830291949,2.8597807303819613,1.0258752830291948,10258.752830291949,-1216.9928302919486,13.459689599059793,-1143.6397401377042,-12.648419557007752
20180206000141_7002,STEP KI,False,2018-02-09,10000.0,10319.0,10000,827d25d2f1025805469b,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,9229.039884887918,7.517471124137296,1.0319,0.9229039884887916,10319.0,9229.039884887918,1089.960115112083,10.562652535246468,10410.117706093977,2.2783299518176268,1.0410117706093978,10410.117706093977,-91.11770609397718,0.8830090715571002,-1181.0778212060613,9.679643463689366
20180206000210_7003,STEP no-KI,False,2018-02-09,10000.0,10389.0,10000,42ab6739d678ba3f62c0,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,9134.51851517744,6.985091309144577,1.0389,0.913451851517744,10389.0,9134.51851517744,1254.4814848225606,12.075093703172207,10101.534921565992,2.2260422332500887,1.010153492156599,10101.534921565992,287.46507843400826,2.767013941996422,-967.0164063885511,9.308079761175785
20180219000052_341,STEP KI,False,2018-02-23,10000.0,9160.65,10000,b4a8e4b8d2b7903f9c7d,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,9987.283726233058,4.212367318231601,0.916065,0.9987283726233056,9160.65,9987.283726233058,-826.633726233057,9.02374532629297,10250.461759051654,1.6876522215837988,1.0250461759051654,10250.461759051654,-1089.8117590516542,11.896664090994136,-263.1780328185984,-2.8729187647011667
20180302000028_354,STEP KI,False,2018-03-09,10000.0,9132.67,10000,db799c4803823123dff5,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,9912.948709050504,4.137367081122605,0.913267,0.9912948709050504,9132.67,9912.948709050504,-780.2787090505026,8.543818062521721,10161.991783338537,2.101000809088641,1.0161991783338538,10161.991783338537,-1029.321783338537,11.270765103069936,-249.0430742880334,-2.7269470405482146
20180319000235_15539,STEP no-KI,False,2018-03-20,10000.0,7558.43,10000,3cc18586a93b8734370c,same_bank_lag_inferred_from_last_evaluation_to_raw_maturity,3,40000,3,120000,9401.899969503696,4.397893595578996,0.755843,0.9401899969503694,7558.43,9401.899969503696,-1843.4699695036936,24.3895884397116,9595.002440308046,3.4215067386793097,0.9595002440308046,9595.002440308046,-2036.5724403080453,26.944384486038043,-193.1024708043516,-2.5547960463264445
